package,version,license_metadata,repository,package_json_path,license_files
es-to-primitive,1.3.0,MIT,git://github.com/ljharb/es-to-primitive.git,node_modules/.pnpm/es-to-primitive@1.3.0/node_modules/es-to-primitive/package.json,LICENSE
escalade,3.2.0,MIT,lukeed/escalade,node_modules/.pnpm/escalade@3.2.0/node_modules/escalade/package.json,license
escape-string-regexp,4.0.0,MIT,sindresorhus/escape-string-regexp,node_modules/.pnpm/escape-string-regexp@4.0.0/node_modules/escape-string-regexp/package.json,license
eslint,9.39.4,MIT,eslint/eslint,node_modules/.pnpm/eslint@9.39.4_jiti@2.7.0/node_modules/eslint/package.json,LICENSE
eslint-config-next,16.2.6,MIT,vercel/next.js,node_modules/.pnpm/eslint-config-next@16.2.6_@_a81655bebb7bc3291ceae052ca71fc61/node_modules/eslint-config-next/package.json,(none bundled at package root)
eslint-import-resolver-node,0.3.10,MIT,https://github.com/import-js/eslint-plugin-import,node_modules/.pnpm/eslint-import-resolver-node@0.3.10/node_modules/eslint-import-resolver-node/package.json,LICENSE
eslint-import-resolver-typescript,3.10.1,ISC,https://github.com/import-js/eslint-import-resolver-typescript,node_modules/.pnpm/eslint-import-resolver-type_9c045316c7c32a26f7a16f3af80eed4e/node_modules/eslint-import-resolver-typescript/package.json,LICENSE
eslint-module-utils,2.12.1,MIT,git+https://github.com/import-js/eslint-plugin-import.git,node_modules/.pnpm/eslint-module-utils@2.12.1__db4665fe0f0359db8b9737137ab11e8c/node_modules/eslint-module-utils/package.json,LICENSE
eslint-plugin-import,2.32.0,MIT,https://github.com/import-js/eslint-plugin-import,node_modules/.pnpm/eslint-plugin-import@2.32.0_2c74c8ac0631bdb36ae41bc714bb0e81/node_modules/eslint-plugin-import/package.json,LICENSE
eslint-plugin-jsx-a11y,6.10.2,MIT,https://github.com/jsx-eslint/eslint-plugin-jsx-a11y,node_modules/.pnpm/eslint-plugin-jsx-a11y@6.10.2_eslint@9.39.4_jiti@2.7.0_/node_modules/eslint-plugin-jsx-a11y/package.json,LICENSE.md
eslint-plugin-react,7.37.5,MIT,https://github.com/jsx-eslint/eslint-plugin-react,node_modules/.pnpm/eslint-plugin-react@7.37.5_eslint@9.39.4_jiti@2.7.0_/node_modules/eslint-plugin-react/package.json,LICENSE
eslint-plugin-react-hooks,7.1.1,MIT,https://github.com/facebook/react.git,node_modules/.pnpm/eslint-plugin-react-hooks@7.1.1_eslint@9.39.4_jiti@2.7.0_/node_modules/eslint-plugin-react-hooks/package.json,LICENSE
eslint-scope,8.4.0,BSD-2-Clause,https://github.com/eslint/js.git,node_modules/.pnpm/eslint-scope@8.4.0/node_modules/eslint-scope/package.json,LICENSE
eslint-visitor-keys,3.4.3,Apache-2.0,eslint/eslint-visitor-keys,node_modules/.pnpm/eslint-visitor-keys@3.4.3/node_modules/eslint-visitor-keys/package.json,LICENSE
eslint-visitor-keys,4.2.1,Apache-2.0,https://github.com/eslint/js.git,node_modules/.pnpm/eslint-visitor-keys@4.2.1/node_modules/eslint-visitor-keys/package.json,LICENSE
eslint-visitor-keys,5.0.1,Apache-2.0,https://github.com/eslint/js.git,node_modules/.pnpm/eslint-visitor-keys@5.0.1/node_modules/eslint-visitor-keys/package.json,LICENSE
espree,10.4.0,BSD-2-Clause,https://github.com/eslint/js.git,node_modules/.pnpm/espree@10.4.0/node_modules/espree/package.json,LICENSE
esquery,1.7.0,BSD-3-Clause,https://github.com/estools/esquery.git,node_modules/.pnpm/esquery@1.7.0/node_modules/esquery/package.json,license.txt
esrecurse,4.3.0,BSD-2-Clause,https://github.com/estools/esrecurse.git,node_modules/.pnpm/esrecurse@4.3.0/node_modules/esrecurse/package.json,(none bundled at package root)
estraverse,5.3.0,BSD-2-Clause,http://github.com/estools/estraverse.git,node_modules/.pnpm/estraverse@5.3.0/node_modules/estraverse/package.json,LICENSE.BSD
esutils,2.0.3,BSD-2-Clause,http://github.com/estools/esutils.git,node_modules/.pnpm/esutils@2.0.3/node_modules/esutils/package.json,LICENSE.BSD
fabric,7.4.0,MIT,https://github.com/fabricjs/fabric.js.git,node_modules/.pnpm/fabric@7.4.0/node_modules/fabric/package.json,LICENSE
fast-deep-equal,3.1.3,MIT,git+https://github.com/epoberezkin/fast-deep-equal.git,node_modules/.pnpm/fast-deep-equal@3.1.3/node_modules/fast-deep-equal/package.json,LICENSE
fast-glob,3.3.1,MIT,mrmlnc/fast-glob,node_modules/.pnpm/fast-glob@3.3.1/node_modules/fast-glob/package.json,LICENSE
fast-json-stable-stringify,2.1.0,MIT,git://github.com/epoberezkin/fast-json-stable-stringify.git,node_modules/.pnpm/fast-json-stable-stringify@2.1.0/node_modules/fast-json-stable-stringify/package.json,LICENSE
fast-levenshtein,2.0.6,MIT,https://github.com/hiddentao/fast-levenshtein.git,node_modules/.pnpm/fast-levenshtein@2.0.6/node_modules/fast-levenshtein/package.json,LICENSE.md
fastq,1.20.1,ISC,git+https://github.com/mcollina/fastq.git,node_modules/.pnpm/fastq@1.20.1/node_modules/fastq/package.json,LICENSE
fdir,6.5.0,MIT,git+https://github.com/thecodrr/fdir.git,node_modules/.pnpm/fdir@6.5.0_picomatch@4.0.4/node_modules/fdir/package.json,LICENSE
file-entry-cache,8.0.0,MIT,jaredwray/file-entry-cache,node_modules/.pnpm/file-entry-cache@8.0.0/node_modules/file-entry-cache/package.json,LICENSE
fill-range,7.1.1,MIT,jonschlinkert/fill-range,node_modules/.pnpm/fill-range@7.1.1/node_modules/fill-range/package.json,LICENSE
find-up,5.0.0,MIT,sindresorhus/find-up,node_modules/.pnpm/find-up@5.0.0/node_modules/find-up/package.json,license
flat-cache,4.0.1,MIT,jaredwray/flat-cache,node_modules/.pnpm/flat-cache@4.0.1/node_modules/flat-cache/package.json,LICENSE
flatted,3.4.2,ISC,git+https://github.com/WebReflection/flatted.git,node_modules/.pnpm/flatted@3.4.2/node_modules/flatted/package.json,LICENSE
for-each,0.3.5,MIT,https://github.com/Raynos/for-each.git,node_modules/.pnpm/for-each@0.3.5/node_modules/for-each/package.json,LICENSE
function-bind,1.1.2,MIT,https://github.com/Raynos/function-bind.git,node_modules/.pnpm/function-bind@1.1.2/node_modules/function-bind/package.json,LICENSE
function.prototype.name,1.1.8,MIT,git://github.com/es-shims/Function.prototype.name.git,node_modules/.pnpm/function.prototype.name@1.1.8/node_modules/function.prototype.name/package.json,LICENSE
functions-have-names,1.2.3,MIT,git+https://github.com/inspect-js/functions-have-names.git,node_modules/.pnpm/functions-have-names@1.2.3/node_modules/functions-have-names/package.json,LICENSE
generator-function,2.0.1,MIT,git+https://github.com/TimothyGu/generator-function.git,node_modules/.pnpm/generator-function@2.0.1/node_modules/generator-function/package.json,LICENSE.md
gensync,1.0.0-beta.2,MIT,https://github.com/loganfsmyth/gensync.git,node_modules/.pnpm/gensync@1.0.0-beta.2/node_modules/gensync/package.json,LICENSE
get-intrinsic,1.3.0,MIT,git+https://github.com/ljharb/get-intrinsic.git,node_modules/.pnpm/get-intrinsic@1.3.0/node_modules/get-intrinsic/package.json,LICENSE
get-proto,1.0.1,MIT,git+https://github.com/ljharb/get-proto.git,node_modules/.pnpm/get-proto@1.0.1/node_modules/get-proto/package.json,LICENSE
get-symbol-description,1.1.0,MIT,git+https://github.com/inspect-js/get-symbol-description.git,node_modules/.pnpm/get-symbol-description@1.1.0/node_modules/get-symbol-description/package.json,LICENSE
get-tsconfig,4.14.0,MIT,privatenumber/get-tsconfig,node_modules/.pnpm/get-tsconfig@4.14.0/node_modules/get-tsconfig/package.json,LICENSE
glob-parent,5.1.2,ISC,gulpjs/glob-parent,node_modules/.pnpm/glob-parent@5.1.2/node_modules/glob-parent/package.json,LICENSE
glob-parent,6.0.2,ISC,gulpjs/glob-parent,node_modules/.pnpm/glob-parent@6.0.2/node_modules/glob-parent/package.json,LICENSE
globals,14.0.0,MIT,sindresorhus/globals,node_modules/.pnpm/globals@14.0.0/node_modules/globals/package.json,license
globals,16.4.0,MIT,sindresorhus/globals,node_modules/.pnpm/globals@16.4.0/node_modules/globals/package.json,license
globalthis,1.0.4,MIT,git://github.com/ljharb/System.global.git,node_modules/.pnpm/globalthis@1.0.4/node_modules/globalthis/package.json,LICENSE
gopd,1.2.0,MIT,git+https://github.com/ljharb/gopd.git,node_modules/.pnpm/gopd@1.2.0/node_modules/gopd/package.json,LICENSE
graceful-fs,4.2.11,ISC,https://github.com/isaacs/node-graceful-fs,node_modules/.pnpm/graceful-fs@4.2.11/node_modules/graceful-fs/package.json,LICENSE
has-bigints,1.1.0,MIT,git+https://github.com/ljharb/has-bigints.git,node_modules/.pnpm/has-bigints@1.1.0/node_modules/has-bigints/package.json,LICENSE
has-flag,4.0.0,MIT,sindresorhus/has-flag,node_modules/.pnpm/has-flag@4.0.0/node_modules/has-flag/package.json,license
has-property-descriptors,1.0.2,MIT,git+https://github.com/inspect-js/has-property-descriptors.git,node_modules/.pnpm/has-property-descriptors@1.0.2/node_modules/has-property-descriptors/package.json,LICENSE
has-proto,1.2.0,MIT,git+https://github.com/inspect-js/has-proto.git,node_modules/.pnpm/has-proto@1.2.0/node_modules/has-proto/package.json,LICENSE
has-symbols,1.1.0,MIT,git://github.com/inspect-js/has-symbols.git,node_modules/.pnpm/has-symbols@1.1.0/node_modules/has-symbols/package.json,LICENSE
has-tostringtag,1.0.2,MIT,git+https://github.com/inspect-js/has-tostringtag.git,node_modules/.pnpm/has-tostringtag@1.0.2/node_modules/has-tostringtag/package.json,LICENSE
hasown,2.0.3,MIT,git+https://github.com/inspect-js/hasOwn.git,node_modules/.pnpm/hasown@2.0.3/node_modules/hasown/package.json,LICENSE
hermes-estree,0.25.1,MIT,git@github.com:facebook/hermes.git,node_modules/.pnpm/hermes-estree@0.25.1/node_modules/hermes-estree/package.json,LICENSE
hermes-parser,0.25.1,MIT,git@github.com:facebook/hermes.git,node_modules/.pnpm/hermes-parser@0.25.1/node_modules/hermes-parser/package.json,LICENSE
html-to-image,1.11.13,MIT,git+https://github.com/bubkoo/html-to-image.git,node_modules/.pnpm/html-to-image@1.11.13/node_modules/html-to-image/package.json,LICENSE
ignore,5.3.2,MIT,git@github.com:kaelzhang/node-ignore.git,node_modules/.pnpm/ignore@5.3.2/node_modules/ignore/package.json,LICENSE-MIT
ignore,7.0.5,MIT,git@github.com:kaelzhang/node-ignore.git,node_modules/.pnpm/ignore@7.0.5/node_modules/ignore/package.json,LICENSE-MIT
import-fresh,3.3.1,MIT,sindresorhus/import-fresh,node_modules/.pnpm/import-fresh@3.3.1/node_modules/import-fresh/package.json,license
imurmurhash,0.1.4,MIT,https://github.com/jensyt/imurmurhash-js,node_modules/.pnpm/imurmurhash@0.1.4/node_modules/imurmurhash/package.json,(none bundled at package root)
internal-slot,1.1.0,MIT,git+https://github.com/ljharb/internal-slot.git,node_modules/.pnpm/internal-slot@1.1.0/node_modules/internal-slot/package.json,LICENSE
is-array-buffer,3.0.5,MIT,git+https://github.com/inspect-js/is-array-buffer.git,node_modules/.pnpm/is-array-buffer@3.0.5/node_modules/is-array-buffer/package.json,LICENSE
is-async-function,2.1.1,MIT,git://github.com/inspect-js/is-async-function.git,node_modules/.pnpm/is-async-function@2.1.1/node_modules/is-async-function/package.json,LICENSE
is-bigint,1.1.0,MIT,git+https://github.com/inspect-js/is-bigint.git,node_modules/.pnpm/is-bigint@1.1.0/node_modules/is-bigint/package.json,LICENSE
is-boolean-object,1.2.2,MIT,git://github.com/inspect-js/is-boolean-object.git,node_modules/.pnpm/is-boolean-object@1.2.2/node_modules/is-boolean-object/package.json,LICENSE
is-bun-module,2.0.0,MIT,git+https://github.com/SunsetTechuila/is-bun-module.git,node_modules/.pnpm/is-bun-module@2.0.0/node_modules/is-bun-module/package.json,LICENSE
is-callable,1.2.7,MIT,git://github.com/inspect-js/is-callable.git,node_modules/.pnpm/is-callable@1.2.7/node_modules/is-callable/package.json,LICENSE
is-core-module,2.16.2,MIT,git+https://github.com/inspect-js/is-core-module.git,node_modules/.pnpm/is-core-module@2.16.2/node_modules/is-core-module/package.json,LICENSE
is-data-view,1.0.2,MIT,git+https://github.com/inspect-js/is-data-view.git,node_modules/.pnpm/is-data-view@1.0.2/node_modules/is-data-view/package.json,LICENSE
is-date-object,1.1.0,MIT,git://github.com/inspect-js/is-date-object.git,node_modules/.pnpm/is-date-object@1.1.0/node_modules/is-date-object/package.json,LICENSE
is-extglob,2.1.1,MIT,jonschlinkert/is-extglob,node_modules/.pnpm/is-extglob@2.1.1/node_modules/is-extglob/package.json,LICENSE
is-finalizationregistry,1.1.1,MIT,git+https://github.com/inspect-js/is-finalizationregistry.git,node_modules/.pnpm/is-finalizationregistry@1.1.1/node_modules/is-finalizationregistry/package.json,LICENSE
is-generator-function,1.1.2,MIT,git://github.com/inspect-js/is-generator-function.git,node_modules/.pnpm/is-generator-function@1.1.2/node_modules/is-generator-function/package.json,LICENSE
is-glob,4.0.3,MIT,micromatch/is-glob,node_modules/.pnpm/is-glob@4.0.3/node_modules/is-glob/package.json,LICENSE
is-map,2.0.3,MIT,git+https://github.com/inspect-js/is-map.git,node_modules/.pnpm/is-map@2.0.3/node_modules/is-map/package.json,LICENSE
is-negative-zero,2.0.3,MIT,git://github.com/inspect-js/is-negative-zero.git,node_modules/.pnpm/is-negative-zero@2.0.3/node_modules/is-negative-zero/package.json,LICENSE
is-number,7.0.0,MIT,jonschlinkert/is-number,node_modules/.pnpm/is-number@7.0.0/node_modules/is-number/package.json,LICENSE
is-number-object,1.1.1,MIT,git://github.com/inspect-js/is-number-object.git,node_modules/.pnpm/is-number-object@1.1.1/node_modules/is-number-object/package.json,LICENSE
is-regex,1.2.1,MIT,git://github.com/inspect-js/is-regex.git,node_modules/.pnpm/is-regex@1.2.1/node_modules/is-regex/package.json,LICENSE
is-set,2.0.3,MIT,git+https://github.com/inspect-js/is-set.git,node_modules/.pnpm/is-set@2.0.3/node_modules/is-set/package.json,LICENSE
is-shared-array-buffer,1.0.4,MIT,git+https://github.com/inspect-js/is-shared-array-buffer.git,node_modules/.pnpm/is-shared-array-buffer@1.0.4/node_modules/is-shared-array-buffer/package.json,LICENSE
is-string,1.1.1,MIT,git://github.com/inspect-js/is-string.git,node_modules/.pnpm/is-string@1.1.1/node_modules/is-string/package.json,LICENSE
is-symbol,1.1.1,MIT,git://github.com/inspect-js/is-symbol.git,node_modules/.pnpm/is-symbol@1.1.1/node_modules/is-symbol/package.json,LICENSE
is-typed-array,1.1.15,MIT,git://github.com/inspect-js/is-typed-array.git,node_modules/.pnpm/is-typed-array@1.1.15/node_modules/is-typed-array/package.json,LICENSE
is-weakmap,2.0.2,MIT,git+https://github.com/inspect-js/is-weakmap.git,node_modules/.pnpm/is-weakmap@2.0.2/node_modules/is-weakmap/package.json,LICENSE
is-weakref,1.1.1,MIT,git+https://github.com/inspect-js/is-weakref.git,node_modules/.pnpm/is-weakref@1.1.1/node_modules/is-weakref/package.json,LICENSE
is-weakset,2.0.4,MIT,git+https://github.com/inspect-js/is-weakset.git,node_modules/.pnpm/is-weakset@2.0.4/node_modules/is-weakset/package.json,LICENSE
isarray,2.0.5,MIT,git://github.com/juliangruber/isarray.git,node_modules/.pnpm/isarray@2.0.5/node_modules/isarray/package.json,LICENSE
isexe,2.0.0,ISC,git+https://github.com/isaacs/isexe.git,node_modules/.pnpm/isexe@2.0.0/node_modules/isexe/package.json,LICENSE
iterator.prototype,1.1.5,MIT,git+https://github.com/ljharb/Iterator.prototype.git,node_modules/.pnpm/iterator.prototype@1.1.5/node_modules/iterator.prototype/package.json,LICENSE
jiti,2.7.0,MIT,unjs/jiti,node_modules/.pnpm/jiti@2.7.0/node_modules/jiti/package.json,LICENSE
js-tokens,4.0.0,MIT,lydell/js-tokens,node_modules/.pnpm/js-tokens@4.0.0/node_modules/js-tokens/package.json,LICENSE
js-yaml,4.1.1,MIT,nodeca/js-yaml,node_modules/.pnpm/js-yaml@4.1.1/node_modules/js-yaml/package.json,LICENSE
jsesc,3.1.0,MIT,https://github.com/mathiasbynens/jsesc.git,node_modules/.pnpm/jsesc@3.1.0/node_modules/jsesc/package.json,LICENSE-MIT.txt
json-buffer,3.0.1,MIT,git://github.com/dominictarr/json-buffer.git,node_modules/.pnpm/json-buffer@3.0.1/node_modules/json-buffer/package.json,LICENSE
json-schema-traverse,0.4.1,MIT,git+https://github.com/epoberezkin/json-schema-traverse.git,node_modules/.pnpm/json-schema-traverse@0.4.1/node_modules/json-schema-traverse/package.json,LICENSE
json-stable-stringify-without-jsonify,1.0.1,MIT,git://github.com/samn/json-stable-stringify.git,node_modules/.pnpm/json-stable-stringify-without-jsonify@1.0.1/node_modules/json-stable-stringify-without-jsonify/package.json,LICENSE
json5,1.0.2,MIT,git+https://github.com/json5/json5.git,node_modules/.pnpm/json5@1.0.2/node_modules/json5/package.json,LICENSE.md
json5,2.2.3,MIT,git+https://github.com/json5/json5.git,node_modules/.pnpm/json5@2.2.3/node_modules/json5/package.json,LICENSE.md
jsx-ast-utils,3.3.5,MIT,https://github.com/jsx-eslint/jsx-ast-utils,node_modules/.pnpm/jsx-ast-utils@3.3.5/node_modules/jsx-ast-utils/package.json,LICENSE.md
keyv,4.5.4,MIT,git+https://github.com/jaredwray/keyv.git,node_modules/.pnpm/keyv@4.5.4/node_modules/keyv/package.json,(none bundled at package root)
language-subtag-registry,0.3.23,CC0-1.0,https://github.com/mattcg/language-subtag-registry,node_modules/.pnpm/language-subtag-registry@0.3.23/node_modules/language-subtag-registry/package.json,(none bundled at package root)
language-tags,1.0.9,MIT,git://github.com/mattcg/language-tags.git,node_modules/.pnpm/language-tags@1.0.9/node_modules/language-tags/package.json,(none bundled at package root)
leaflet,1.9.4,BSD-2-Clause,git://github.com/Leaflet/Leaflet.git,node_modules/.pnpm/leaflet@1.9.4/node_modules/leaflet/package.json,LICENSE
levn,0.4.1,MIT,git://github.com/gkz/levn.git,node_modules/.pnpm/levn@0.4.1/node_modules/levn/package.json,LICENSE
lightningcss,1.32.0,MPL-2.0,https://github.com/parcel-bundler/lightningcss.git,node_modules/.pnpm/lightningcss@1.32.0/node_modules/lightningcss/package.json,LICENSE
lightningcss-win32-x64-msvc,1.32.0,MPL-2.0,https://github.com/parcel-bundler/lightningcss.git,node_modules/.pnpm/lightningcss-win32-x64-msvc@1.32.0/node_modules/lightningcss-win32-x64-msvc/package.json,LICENSE
locate-path,6.0.0,MIT,sindresorhus/locate-path,node_modules/.pnpm/locate-path@6.0.0/node_modules/locate-path/package.json,license
lodash,4.18.1,MIT,lodash/lodash,node_modules/.pnpm/lodash@4.18.1/node_modules/lodash/package.json,LICENSE
lodash.merge,4.6.2,MIT,lodash/lodash,node_modules/.pnpm/lodash.merge@4.6.2/node_modules/lodash.merge/package.json,LICENSE
loose-envify,1.4.0,MIT,git://github.com/zertosh/loose-envify.git,node_modules/.pnpm/loose-envify@1.4.0/node_modules/loose-envify/package.json,LICENSE
lru-cache,5.1.1,ISC,git://github.com/isaacs/node-lru-cache.git,node_modules/.pnpm/lru-cache@5.1.1/node_modules/lru-cache/package.json,LICENSE
magic-string,0.30.21,MIT,git+https://github.com/Rich-Harris/magic-string.git,node_modules/.pnpm/magic-string@0.30.21/node_modules/magic-string/package.json,LICENSE
math-intrinsics,1.1.0,MIT,git+https://github.com/es-shims/math-intrinsics.git,node_modules/.pnpm/math-intrinsics@1.1.0/node_modules/math-intrinsics/package.json,LICENSE
merge2,1.4.1,MIT,git@github.com:teambition/merge2.git,node_modules/.pnpm/merge2@1.4.1/node_modules/merge2/package.json,LICENSE
micromatch,4.0.8,MIT,micromatch/micromatch,node_modules/.pnpm/micromatch@4.0.8/node_modules/micromatch/package.json,LICENSE
minimatch,10.2.5,BlueOak-1.0.0,git@github.com:isaacs/minimatch,node_modules/.pnpm/minimatch@10.2.5/node_modules/minimatch/package.json,LICENSE.md
minimatch,3.1.5,ISC,git://github.com/isaacs/minimatch.git,node_modules/.pnpm/minimatch@3.1.5/node_modules/minimatch/package.json,LICENSE
minimist,1.2.8,MIT,git://github.com/minimistjs/minimist.git,node_modules/.pnpm/minimist@1.2.8/node_modules/minimist/package.json,LICENSE
ms,2.1.3,MIT,vercel/ms,node_modules/.pnpm/ms@2.1.3/node_modules/ms/package.json,license.md
nanoid,3.3.12,MIT,ai/nanoid,node_modules/.pnpm/nanoid@3.3.12/node_modules/nanoid/package.json,LICENSE
napi-postinstall,0.3.4,MIT,git+https://github.com/un-ts/napi-postinstall.git,node_modules/.pnpm/napi-postinstall@0.3.4/node_modules/napi-postinstall/package.json,LICENSE
natural-compare,1.4.0,MIT,git://github.com/litejs/natural-compare-lite.git,node_modules/.pnpm/natural-compare@1.4.0/node_modules/natural-compare/package.json,(none bundled at package root)
next,16.2.6,MIT,vercel/next.js,node_modules/.pnpm/next@16.2.6_@babel+core@7.2_7d7ddfdd25bda7360fc181e5027d31b3/node_modules/next/package.json,license.md
node-exports-info,1.6.0,MIT,git+https://github.com/inspect-js/node-exports-info.git,node_modules/.pnpm/node-exports-info@1.6.0/node_modules/node-exports-info/package.json,LICENSE
node-releases,2.0.44,MIT,git+https://github.com/chicoxyzzy/node-releases.git,node_modules/.pnpm/node-releases@2.0.44/node_modules/node-releases/package.json,LICENSE
object-assign,4.1.1,MIT,sindresorhus/object-assign,node_modules/.pnpm/object-assign@4.1.1/node_modules/object-assign/package.json,license
object-inspect,1.13.4,MIT,git://github.com/inspect-js/object-inspect.git,node_modules/.pnpm/object-inspect@1.13.4/node_modules/object-inspect/package.json,LICENSE
object-keys,1.1.1,MIT,git://github.com/ljharb/object-keys.git,node_modules/.pnpm/object-keys@1.1.1/node_modules/object-keys/package.json,LICENSE
object.assign,4.1.7,MIT,git://github.com/ljharb/object.assign.git,node_modules/.pnpm/object.assign@4.1.7/node_modules/object.assign/package.json,LICENSE
object.entries,1.1.9,MIT,git://github.com/es-shims/Object.entries.git,node_modules/.pnpm/object.entries@1.1.9/node_modules/object.entries/package.json,LICENSE
object.fromentries,2.0.8,MIT,git://github.com/es-shims/Object.fromEntries.git,node_modules/.pnpm/object.fromentries@2.0.8/node_modules/object.fromentries/package.json,LICENSE
object.groupby,1.0.3,MIT,git+https://github.com/es-shims/Object.groupBy.git,node_modules/.pnpm/object.groupby@1.0.3/node_modules/object.groupby/package.json,LICENSE
object.values,1.2.1,MIT,git://github.com/es-shims/Object.values.git,node_modules/.pnpm/object.values@1.2.1/node_modules/object.values/package.json,LICENSE
optionator,0.9.4,MIT,git://github.com/gkz/optionator.git,node_modules/.pnpm/optionator@0.9.4/node_modules/optionator/package.json,LICENSE
own-keys,1.0.1,MIT,git+https://github.com/ljharb/own-keys.git,node_modules/.pnpm/own-keys@1.0.1/node_modules/own-keys/package.json,LICENSE
p-limit,3.1.0,MIT,sindresorhus/p-limit,node_modules/.pnpm/p-limit@3.1.0/node_modules/p-limit/package.json,license
p-locate,5.0.0,MIT,sindresorhus/p-locate,node_modules/.pnpm/p-locate@5.0.0/node_modules/p-locate/package.json,license
parent-module,1.0.1,MIT,sindresorhus/parent-module,node_modules/.pnpm/parent-module@1.0.1/node_modules/parent-module/package.json,license
path-exists,4.0.0,MIT,sindresorhus/path-exists,node_modules/.pnpm/path-exists@4.0.0/node_modules/path-exists/package.json,license
path-key,3.1.1,MIT,sindresorhus/path-key,node_modules/.pnpm/path-key@3.1.1/node_modules/path-key/package.json,license
path-parse,1.0.7,MIT,https://github.com/jbgutierrez/path-parse.git,node_modules/.pnpm/path-parse@1.0.7/node_modules/path-parse/package.json,LICENSE
picocolors,1.1.1,ISC,alexeyraspopov/picocolors,node_modules/.pnpm/picocolors@1.1.1/node_modules/picocolors/package.json,LICENSE
picomatch,2.3.2,MIT,micromatch/picomatch,node_modules/.pnpm/picomatch@2.3.2/node_modules/picomatch/package.json,LICENSE
picomatch,4.0.4,MIT,micromatch/picomatch,node_modules/.pnpm/picomatch@4.0.4/node_modules/picomatch/package.json,LICENSE
point-in-polygon-hao,1.2.4,MIT,git+https://github.com/rowanwins/point-in-polygon-hao.git,node_modules/.pnpm/point-in-polygon-hao@1.2.4/node_modules/point-in-polygon-hao/package.json,LICENSE
polyclip-ts,0.16.8,MIT,https://github.com/luizbarboza/polyclip-ts.git,node_modules/.pnpm/polyclip-ts@0.16.8/node_modules/polyclip-ts/package.json,LICENSE
possible-typed-array-names,1.1.0,MIT,git+https://github.com/ljharb/possible-typed-array-names.git,node_modules/.pnpm/possible-typed-array-names@1.1.0/node_modules/possible-typed-array-names/package.json,LICENSE
postcss,8.4.31,MIT,postcss/postcss,node_modules/.pnpm/postcss@8.4.31/node_modules/postcss/package.json,LICENSE
postcss,8.5.14,MIT,postcss/postcss,node_modules/.pnpm/postcss@8.5.14/node_modules/postcss/package.json,LICENSE
prelude-ls,1.2.1,MIT,git://github.com/gkz/prelude-ls.git,node_modules/.pnpm/prelude-ls@1.2.1/node_modules/prelude-ls/package.json,LICENSE
prop-types,15.8.1,MIT,facebook/prop-types,node_modules/.pnpm/prop-types@15.8.1/node_modules/prop-types/package.json,LICENSE
punycode,2.3.1,MIT,https://github.com/mathiasbynens/punycode.js.git,node_modules/.pnpm/punycode@2.3.1/node_modules/punycode/package.json,LICENSE-MIT.txt
queue-microtask,1.2.3,MIT,git://github.com/feross/queue-microtask.git,node_modules/.pnpm/queue-microtask@1.2.3/node_modules/queue-microtask/package.json,LICENSE
quickselect,2.0.0,ISC,,node_modules/.pnpm/quickselect@2.0.0/node_modules/quickselect/package.json,LICENSE
rbush,3.0.1,MIT,git://github.com/mourner/rbush.git,node_modules/.pnpm/rbush@3.0.1/node_modules/rbush/package.json,LICENSE
react,19.2.4,MIT,https://github.com/facebook/react.git,node_modules/.pnpm/react@19.2.4/node_modules/react/package.json,LICENSE
react-dom,19.2.4,MIT,https://github.com/facebook/react.git,node_modules/.pnpm/react-dom@19.2.4_react@19.2.4/node_modules/react-dom/package.json,LICENSE
react-is,16.13.1,MIT,https://github.com/facebook/react.git,node_modules/.pnpm/react-is@16.13.1/node_modules/react-is/package.json,LICENSE
react-leaflet,5.0.0,Hippocratic-2.1,https://github.com/PaulLeCam/react-leaflet.git,node_modules/.pnpm/react-leaflet@5.0.0_leaflet_a4b87bdc9ca5e504279e27fbc13bef18/node_modules/react-leaflet/package.json,LICENSE.md
reflect.getprototypeof,1.0.10,MIT,git+https://github.com/es-shims/Reflect.getPrototypeOf.git,node_modules/.pnpm/reflect.getprototypeof@1.0.10/node_modules/reflect.getprototypeof/package.json,LICENSE
regexp.prototype.flags,1.5.4,MIT,git://github.com/es-shims/RegExp.prototype.flags.git,node_modules/.pnpm/regexp.prototype.flags@1.5.4/node_modules/regexp.prototype.flags/package.json,LICENSE
resolve,2.0.0-next.7,MIT,ssh://github.com/browserify/resolve.git,node_modules/.pnpm/resolve@2.0.0-next.7/node_modules/resolve/package.json,LICENSE
resolve-from,4.0.0,MIT,sindresorhus/resolve-from,node_modules/.pnpm/resolve-from@4.0.0/node_modules/resolve-from/package.json,license
resolve-pkg-maps,1.0.0,MIT,privatenumber/resolve-pkg-maps,node_modules/.pnpm/resolve-pkg-maps@1.0.0/node_modules/resolve-pkg-maps/package.json,LICENSE
reusify,1.1.0,MIT,git+https://github.com/mcollina/reusify.git,node_modules/.pnpm/reusify@1.1.0/node_modules/reusify/package.json,LICENSE
robust-predicates,3.0.3,Unlicense,https://github.com/mourner/robust-predicates.git,node_modules/.pnpm/robust-predicates@3.0.3/node_modules/robust-predicates/package.json,LICENSE
run-parallel,1.2.0,MIT,git://github.com/feross/run-parallel.git,node_modules/.pnpm/run-parallel@1.2.0/node_modules/run-parallel/package.json,LICENSE
